<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,5,240122,152500,166.8500000,166.8500000,166.7500000,166.7800000,150960
GAZP,5,240122,153000,166.7800000,166.9000000,166.7600000,166.9000000,113820
GAZP,5,240122,153500,166.9000000,166.9000000,166.7500000,166.8100000,155120
GAZP,5,240122,154000,166.7800000,166.8100000,166.6300000,166.7000000,101300
GAZP,5,240122,154500,166.7000000,166.7400000,166.6400000,166.6400000,46180
GAZP,5,240122,155000,166.6600000,166.7500000,166.6100000,166.6600000,95730
GAZP,5,240122,155500,166.6800000,166.7000000,166.6300000,166.6900000,49230
GAZP,5,240122,160000,166.6900000,166.7300000,166.6400000,166.7300000,93580
GAZP,5,240122,160500,166.7200000,166.7700000,166.6800000,166.6900000,91430
GAZP,5,240122,161000,166.7200000,166.8200000,166.6000000,166.6100000,147510
GAZP,5,240122,161500,166.6000000,166.6400000,166.3500000,166.4100000,177090
GAZP,5,240122,162000,166.4400000,166.5000000,166.3900000,166.4300000,65720
GAZP,5,240122,162500,166.4100000,166.4300000,166.1500000,166.4000000,145280
GAZP,5,240122,163000,166.3900000,166.4100000,166.3100000,166.4000000,40650
GAZP,5,240122,163500,166.4000000,166.5500000,166.3700000,166.5400000,95030
GAZP,5,240122,164000,166.5300000,166.5500000,166.5000000,166.5300000,43660
GAZP,5,240122,164500,166.5300000,166.5500000,166.4500000,166.5000000,42380
GAZP,5,240122,165000,166.5000000,166.5200000,166.4100000,166.4300000,46380
GAZP,5,240122,165500,166.4300000,166.5000000,166.3800000,166.5000000,46450
GAZP,5,240122,170000,166.4900000,166.5100000,166.4100000,166.5000000,50690
GAZP,5,240122,170500,166.4900000,166.5000000,166.3900000,166.4800000,49070
GAZP,5,240122,171000,166.4800000,166.5200000,166.4400000,166.5100000,41760
GAZP,5,240122,171500,166.5000000,166.5200000,166.4300000,166.5000000,34780
GAZP,5,240122,172000,166.5000000,166.5000000,166.3600000,166.4300000,52540
GAZP,5,240122,172500,166.4300000,166.5100000,166.4200000,166.5100000,87100
GAZP,5,240122,173000,166.4900000,166.5000000,166.3800000,166.4500000,38370
GAZP,5,240122,173500,166.4500000,166.4600000,166.4400000,166.4400000,43900
GAZP,5,240122,174000,166.4400000,166.5000000,166.4400000,166.5000000,129260
GAZP,5,240122,174500,166.5100000,166.6000000,166.5000000,166.6000000,75480
GAZP,5,240122,175000,166.6000000,166.6000000,166.4200000,166.4800000,41880
GAZP,5,240122,175500,166.4700000,166.5200000,166.4100000,166.5200000,36490
GAZP,5,240122,180000,166.5200000,166.6000000,166.5200000,166.5500000,47960
GAZP,5,240122,180500,166.5500000,166.6000000,166.5500000,166.5900000,50370
GAZP,5,240122,181000,166.6000000,166.6000000,166.5700000,166.5800000,150220
GAZP,5,240122,181500,166.5700000,166.6000000,166.5500000,166.5800000,53670
GAZP,5,240122,182000,166.5900000,166.6500000,166.5700000,166.6200000,61460
GAZP,5,240122,182500,166.6300000,166.6300000,166.4600000,166.5000000,40230
GAZP,5,240122,183000,166.4900000,166.6200000,166.4500000,166.5000000,90760
GAZP,5,240122,183500,166.4700000,166.5800000,166.4600000,166.5800000,34460
GAZP,5,240122,184500,166.3800000,166.3800000,166.3800000,166.3800000,71980
GAZP,5,240122,190000,166.4800000,166.4800000,166.4800000,166.4800000,2170
GAZP,5,240122,190500,166.4800000,166.5000000,166.0500000,166.2900000,87940
GAZP,5,240122,191000,166.2900000,166.4100000,166.2500000,166.3700000,42920
GAZP,5,240122,191500,166.3900000,166.3900000,166.2500000,166.2900000,39040
GAZP,5,240122,192000,166.2800000,166.2900000,166.2000000,166.2000000,62070
GAZP,5,240122,192500,166.2000000,166.3600000,166.2000000,166.2800000,40280
GAZP,5,240122,193000,166.2900000,166.3000000,166.2000000,166.2100000,41050
GAZP,5,240122,193500,166.2000000,166.3000000,166.2000000,166.2700000,9020
GAZP,5,240122,194000,166.3000000,166.3000000,166.2000000,166.2000000,122150
GAZP,5,240122,194500,166.2200000,166.2700000,166.2000000,166.2500000,5350
GAZP,5,240122,195000,166.2400000,166.2700000,166.2000000,166.2000000,55550
GAZP,5,240122,195500,166.2100000,166.2100000,165.9100000,165.9400000,239190
GAZP,5,240122,200000,165.9300000,166.1900000,165.9200000,166.1400000,35830
GAZP,5,240122,200500,166.1700000,166.1800000,166.1000000,166.1100000,7130
GAZP,5,240122,201000,166.1100000,166.1700000,166.0900000,166.1100000,9130
GAZP,5,240122,201500,166.1700000,166.1700000,166.1200000,166.1200000,9420
GAZP,5,240122,202000,166.1300000,166.1800000,166.1300000,166.1800000,17800
GAZP,5,240122,202500,166.1700000,166.2000000,166.1700000,166.2000000,6630
GAZP,5,240122,203000,166.1900000,166.2000000,166.1900000,166.2000000,9690
GAZP,5,240122,203500,166.1900000,166.2000000,166.1900000,166.2000000,7420
GAZP,5,240122,204000,166.2000000,166.2700000,166.1900000,166.2500000,14230
GAZP,5,240122,204500,166.2500000,166.2600000,166.2500000,166.2600000,4950
GAZP,5,240122,205000,166.2600000,166.2600000,166.1900000,166.2400000,9060
GAZP,5,240122,205500,166.2000000,166.2500000,166.1800000,166.2000000,1850
GAZP,5,240122,210000,166.2000000,166.2200000,166.2000000,166.2000000,5660
GAZP,5,240122,210500,166.2000000,166.3100000,166.2000000,166.3000000,22990
GAZP,5,240122,211000,166.3000000,166.3100000,166.2300000,166.2800000,8880
GAZP,5,240122,211500,166.2200000,166.2900000,166.2200000,166.2800000,2280
GAZP,5,240122,212000,166.2900000,166.2900000,166.2300000,166.2600000,3260
GAZP,5,240122,212500,166.2900000,166.3000000,166.1900000,166.2600000,14470
GAZP,5,240122,213000,166.2600000,166.2800000,166.2100000,166.2700000,1630
GAZP,5,240122,213500,166.2700000,166.2800000,166.2200000,166.2200000,4330
GAZP,5,240122,214000,166.2600000,166.3100000,166.2600000,166.3000000,14130
GAZP,5,240122,214500,166.3100000,166.3500000,166.3000000,166.3400000,10170
GAZP,5,240122,215000,166.3500000,166.3700000,166.2600000,166.3400000,13380
GAZP,5,240122,215500,166.3500000,166.3500000,166.2200000,166.2900000,10370
GAZP,5,240122,220000,166.2900000,166.3500000,166.0800000,166.3000000,170670
GAZP,5,240122,220500,166.3000000,166.3000000,166.2700000,166.2900000,5890
GAZP,5,240122,221000,166.2900000,166.2900000,166.2800000,166.2900000,10630
GAZP,5,240122,221500,166.2900000,166.2900000,166.2800000,166.2800000,13650
GAZP,5,240122,222000,166.2800000,166.2800000,166.2600000,166.2600000,4700
GAZP,5,240122,222500,166.2500000,166.2500000,166.2000000,166.2500000,11980
GAZP,5,240122,223000,166.2500000,166.2500000,166.2100000,166.2500000,2290
GAZP,5,240122,223500,166.2100000,166.2500000,166.1800000,166.1900000,4770
GAZP,5,240122,224000,166.1900000,166.2000000,166.1700000,166.1700000,5900
GAZP,5,240122,224500,166.2000000,166.2000000,166.1500000,166.1600000,7620
GAZP,5,240122,225000,166.1600000,166.2100000,166.1500000,166.2100000,6710
GAZP,5,240122,225500,166.2100000,166.2400000,166.1700000,166.1700000,16350
GAZP,5,240122,230000,166.1700000,166.1900000,166.1200000,166.1300000,13780
GAZP,5,240122,230500,166.1700000,166.1700000,166.0600000,166.1500000,25620
GAZP,5,240122,231000,166.1500000,166.1500000,166.1100000,166.1400000,22750
GAZP,5,240122,231500,166.1400000,166.1400000,166.1100000,166.1100000,18650
GAZP,5,240122,232000,166.1100000,166.1200000,166.0700000,166.0700000,17770
GAZP,5,240122,232500,166.0700000,166.0800000,166.0300000,166.0400000,48010
GAZP,5,240122,233000,166.0400000,166.0500000,165.9900000,165.9900000,30000
GAZP,5,240122,233500,165.9900000,166.0400000,165.9700000,166.0100000,24400
GAZP,5,240122,234000,166.0100000,166.0800000,165.9900000,166.0100000,12800
GAZP,5,240122,234500,166.0100000,166.0600000,165.9800000,166.0600000,20500
GAZP,5,240123,100000,166.3800000,166.4800000,166.0700000,166.3900000,233040
GAZP,5,240123,100500,166.3900000,166.4000000,166.1100000,166.3900000,287740
GAZP,5,240123,101000,166.3800000,166.4000000,166.0300000,166.2400000,429380
GAZP,5,240123,101500,166.2400000,166.2500000,166.0200000,166.1000000,115860
GAZP,5,240123,102000,166.1100000,166.2300000,166.0200000,166.1500000,190550
GAZP,5,240123,102500,166.1900000,166.2900000,166.1200000,166.2000000,59440
GAZP,5,240123,103000,166.1700000,166.2500000,166.0400000,166.0400000,77310
GAZP,5,240123,103500,166.0400000,166.0500000,165.8500000,165.9500000,126020
GAZP,5,240123,104000,165.9400000,165.9400000,165.8000000,165.9000000,89080
GAZP,5,240123,104500,165.9300000,165.9300000,165.6000000,165.8300000,162580
GAZP,5,240123,105000,165.8300000,165.8300000,165.7000000,165.7600000,65430
GAZP,5,240123,105500,165.7500000,165.8500000,165.6500000,165.7800000,63550
GAZP,5,240123,110000,165.7900000,165.9900000,165.7500000,165.9800000,157940
GAZP,5,240123,110500,165.9900000,166.3800000,165.9800000,166.2800000,181530
GAZP,5,240123,111000,166.2800000,166.5400000,166.2100000,166.3800000,179900
GAZP,5,240123,111500,166.3800000,166.6500000,166.3800000,166.6000000,253720
GAZP,5,240123,112000,166.6000000,166.6500000,166.3400000,166.3500000,182620
GAZP,5,240123,112500,166.3500000,166.3500000,166.2300000,166.2700000,81510
GAZP,5,240123,113000,166.2700000,166.2800000,166.2000000,166.2300000,49840
GAZP,5,240123,113500,166.2300000,166.4100000,166.2300000,166.3700000,203730
GAZP,5,240123,114000,166.3500000,166.4100000,166.2600000,166.3000000,103760
GAZP,5,240123,114500,166.3000000,166.3000000,166.2000000,166.2700000,38290
GAZP,5,240123,115000,166.2500000,166.2600000,166.1400000,166.1600000,46420
GAZP,5,240123,115500,166.1900000,166.2000000,166.1400000,166.1500000,26090
GAZP,5,240123,120000,166.1500000,166.2000000,166.1400000,166.2000000,43300
GAZP,5,240123,120500,166.2000000,166.3000000,166.1800000,166.2600000,46210
GAZP,5,240123,121000,166.2700000,166.4900000,166.2500000,166.4600000,95540
GAZP,5,240123,121500,166.4600000,166.5200000,166.4600000,166.4800000,57690
GAZP,5,240123,122000,166.4800000,166.4800000,166.3000000,166.3400000,48500
GAZP,5,240123,122500,166.3500000,166.4400000,166.3400000,166.4300000,20430
GAZP,5,240123,123000,166.4200000,166.5000000,166.3400000,166.4900000,49570
GAZP,5,240123,123500,166.4900000,166.5300000,166.4500000,166.4900000,37280
GAZP,5,240123,124000,166.4800000,166.4800000,166.3000000,166.3800000,30820
GAZP,5,240123,124500,166.3600000,166.3700000,166.2100000,166.2300000,26460
GAZP,5,240123,125000,166.2300000,166.2300000,166.0300000,166.1300000,84960
GAZP,5,240123,125500,166.1400000,166.1700000,166.1100000,166.1700000,47990
GAZP,5,240123,130000,166.1700000,166.2300000,166.0600000,166.0800000,134090
GAZP,5,240123,130500,166.0700000,166.1100000,166.0000000,166.0700000,94270
GAZP,5,240123,131000,166.0700000,166.1300000,166.0000000,166.0000000,79770
GAZP,5,240123,131500,166.0000000,166.0200000,165.8500000,165.9400000,154780
GAZP,5,240123,132000,165.9400000,165.9600000,165.8900000,165.9600000,16430
GAZP,5,240123,132500,165.9700000,166.0300000,165.9500000,166.0200000,19840
GAZP,5,240123,133000,166.0200000,166.0200000,165.8900000,165.9200000,50560
GAZP,5,240123,133500,165.9100000,165.9200000,165.8800000,165.8900000,34780
GAZP,5,240123,134000,165.9000000,165.9700000,165.8700000,165.9500000,39510
GAZP,5,240123,134500,165.9500000,165.9600000,165.8700000,165.8900000,39200
GAZP,5,240123,135000,165.8800000,165.8800000,165.7000000,165.8300000,148590
GAZP,5,240123,135500,165.8400000,165.8700000,165.8000000,165.8300000,36080
GAZP,5,240123,140000,165.8300000,165.8700000,165.8000000,165.8100000,25540
GAZP,5,240123,140500,165.8200000,165.9300000,165.8000000,165.8300000,90210
GAZP,5,240123,141000,165.8400000,165.9500000,165.8100000,165.9000000,46220
GAZP,5,240123,141500,165.9000000,165.9600000,165.7900000,165.8800000,115230
GAZP,5,240123,142000,165.8600000,166.0200000,165.8300000,166.0200000,32200
GAZP,5,240123,142500,166.0200000,166.1400000,166.0100000,166.1000000,40650
GAZP,5,240123,143000,166.0900000,166.1200000,166.0000000,166.1200000,27900
GAZP,5,240123,143500,166.1200000,166.5300000,166.1200000,166.5000000,264380
GAZP,5,240123,144000,166.5000000,166.5500000,166.3900000,166.4500000,152240
GAZP,5,240123,144500,166.4500000,166.6500000,166.4500000,166.6000000,421190
GAZP,5,240123,145000,166.5900000,166.6500000,166.3600000,166.5500000,249620
GAZP,5,240123,145500,166.5500000,166.6000000,166.3900000,166.4800000,506170
GAZP,5,240123,150000,166.4800000,166.5400000,166.4000000,166.4500000,40240
GAZP,5,240123,150500,166.4500000,166.5200000,166.4300000,166.4400000,67330
GAZP,5,240123,151000,166.4400000,166.5200000,166.4000000,166.4900000,55060
GAZP,5,240123,151500,166.4800000,166.5000000,166.4100000,166.4300000,32410
GAZP,5,240123,152000,166.4400000,166.4500000,166.3800000,166.4200000,35800
GAZP,5,240123,152500,166.4100000,166.4400000,166.3700000,166.4200000,33760
GAZP,5,240123,153000,166.4200000,166.5900000,166.4200000,166.5000000,163890
GAZP,5,240123,153500,166.4900000,166.5600000,166.4500000,166.5100000,68210
GAZP,5,240123,154000,166.4900000,166.5900000,166.4700000,166.5800000,126800
GAZP,5,240123,154500,166.5500000,166.6000000,166.4300000,166.5500000,98060
GAZP,5,240123,155000,166.5600000,166.6000000,166.5200000,166.5900000,56830
GAZP,5,240123,155500,166.6000000,167.0000000,166.6000000,166.9600000,1180010
GAZP,5,240123,160000,166.9300000,167.3900000,166.9300000,167.2100000,1180230
GAZP,5,240123,160500,167.2000000,168.4000000,167.2000000,168.3500000,2695200
GAZP,5,240123,161000,168.3500000,168.7400000,168.3500000,168.7400000,2397060
GAZP,5,240123,161500,168.7300000,168.7500000,167.8600000,168.2600000,1687950
GAZP,5,240123,162000,168.2600000,168.9300000,168.1600000,168.9200000,2001770
GAZP,5,240123,162500,168.9200000,168.9600000,168.2700000,168.5000000,1080810
GAZP,5,240123,163000,168.5000000,168.5000000,168.3100000,168.3500000,196330
GAZP,5,240123,163500,168.3400000,168.3700000,168.0000000,168.1700000,716520
GAZP,5,240123,164000,168.1700000,168.4500000,168.1600000,168.2200000,300430
GAZP,5,240123,164500,168.2200000,168.5800000,168.1700000,168.5700000,392570
GAZP,5,240123,165000,168.5800000,168.7000000,168.5000000,168.6000000,347540
GAZP,5,240123,165500,168.5700000,168.6300000,168.4800000,168.5200000,233650
GAZP,5,240123,170000,168.5100000,168.5500000,168.3400000,168.4000000,188410
GAZP,5,240123,170500,168.4000000,168.4800000,168.3700000,168.4800000,89030
GAZP,5,240123,171000,168.4600000,168.5000000,168.4100000,168.4200000,76730
GAZP,5,240123,171500,168.4200000,168.4900000,168.3500000,168.4400000,108390
GAZP,5,240123,172000,168.4400000,168.5000000,168.3200000,168.5000000,138650
GAZP,5,240123,172500,168.4900000,168.5500000,168.3300000,168.4700000,157860
GAZP,5,240123,173000,168.4600000,168.4900000,168.1800000,168.2100000,164860
GAZP,5,240123,173500,168.2200000,168.3700000,168.1900000,168.2900000,186330
GAZP,5,240123,174000,168.2600000,168.2900000,167.8800000,167.9900000,707910
GAZP,5,240123,174500,168.0000000,168.0000000,167.8900000,168.0000000,262600
GAZP,5,240123,175000,167.9900000,168.1400000,167.9700000,168.0600000,157530
GAZP,5,240123,175500,168.0600000,168.1500000,167.9500000,167.9600000,233660
GAZP,5,240123,180000,167.9600000,168.0000000,167.8900000,168.0000000,103730
GAZP,5,240123,180500,168.0000000,168.0300000,167.8800000,168.0000000,173800
GAZP,5,240123,181000,168.0000000,168.5000000,167.9900000,168.4400000,356650
GAZP,5,240123,181500,168.4400000,168.5300000,168.1400000,168.1900000,188690
GAZP,5,240123,182000,168.2000000,168.2100000,167.9300000,167.9700000,144110
GAZP,5,240123,182500,167.9800000,168.0000000,167.9300000,168.0000000,191400
GAZP,5,240123,183000,168.0000000,168.0900000,167.8500000,167.9100000,195200
GAZP,5,240123,183500,167.8700000,167.9300000,167.8100000,167.8500000,122740
GAZP,5,240123,184500,167.6000000,167.6000000,167.6000000,167.6000000,939780
GAZP,5,240123,190000,167.7100000,167.7100000,167.7100000,167.7100000,15740
GAZP,5,240123,190500,167.7000000,167.7400000,167.6200000,167.7400000,105270
GAZP,5,240123,191000,167.7400000,167.8500000,167.7400000,167.8500000,100400
GAZP,5,240123,191500,167.8200000,168.0700000,167.8100000,168.0200000,217850
GAZP,5,240123,192000,168.0000000,168.0400000,167.7700000,167.8700000,169100
GAZP,5,240123,192500,167.8500000,167.9000000,167.8500000,167.8800000,30700
GAZP,5,240123,193000,167.8900000,167.8900000,167.7800000,167.8000000,21310
GAZP,5,240123,193500,167.8100000,167.9000000,167.8000000,167.8500000,9650
GAZP,5,240123,194000,167.8500000,167.9200000,167.8100000,167.9000000,23050
GAZP,5,240123,194500,167.8400000,167.8500000,167.7700000,167.7700000,26620
GAZP,5,240123,195000,167.8000000,167.8700000,167.7500000,167.7500000,18250
GAZP,5,240123,195500,167.7500000,167.8000000,167.7300000,167.7900000,39540
GAZP,5,240123,200000,167.7800000,167.8200000,167.7600000,167.8200000,18930
GAZP,5,240123,200500,167.8100000,167.9500000,167.7800000,167.9500000,29010
GAZP,5,240123,201000,167.8800000,167.9700000,167.8800000,167.9500000,23290
GAZP,5,240123,201500,167.9500000,168.0000000,167.9500000,168.0000000,29740
GAZP,5,240123,202000,167.9700000,168.0500000,167.9700000,168.0100000,52630
GAZP,5,240123,202500,168.0200000,168.0300000,168.0000000,168.0200000,17150
GAZP,5,240123,203000,168.0300000,168.0300000,167.9500000,167.9500000,34510
GAZP,5,240123,203500,167.9600000,167.9900000,167.9500000,167.9900000,24070
GAZP,5,240123,204000,167.9900000,168.0300000,167.9500000,168.0000000,85700
GAZP,5,240123,204500,168.0000000,168.0000000,167.9300000,167.9500000,13940
GAZP,5,240123,205000,167.9500000,168.1700000,167.9500000,168.1200000,126220
GAZP,5,240123,205500,168.1100000,168.1600000,168.0600000,168.0900000,19100
GAZP,5,240123,210000,168.0900000,168.2700000,168.0500000,168.2500000,119470
GAZP,5,240123,210500,168.2600000,168.3400000,168.1500000,168.2000000,42890
GAZP,5,240123,211000,168.2000000,168.2500000,168.0200000,168.0900000,51300
GAZP,5,240123,211500,168.0900000,168.0900000,168.0300000,168.0300000,9670
GAZP,5,240123,212000,168.0500000,168.0500000,168.0200000,168.0200000,7870
GAZP,5,240123,212500,168.0300000,168.0300000,167.9800000,168.0000000,14050
GAZP,5,240123,213000,168.0000000,168.0500000,167.9900000,168.0500000,23110
GAZP,5,240123,213500,168.0300000,168.0400000,167.9800000,167.9900000,13640
GAZP,5,240123,214000,167.9900000,168.2200000,167.9800000,168.1500000,61240
GAZP,5,240123,214500,168.1500000,168.2900000,168.1500000,168.1700000,65760
GAZP,5,240123,215000,168.1700000,168.2400000,168.0300000,168.0900000,49680
GAZP,5,240123,215500,168.0800000,168.1900000,168.0800000,168.0900000,14520
GAZP,5,240123,220000,168.0900000,168.1700000,168.0000000,168.0800000,50310
GAZP,5,240123,220500,168.0800000,168.0900000,167.9700000,168.0600000,44400
GAZP,5,240123,221000,168.0600000,168.1500000,167.9500000,167.9500000,85460
GAZP,5,240123,221500,167.9600000,168.0400000,167.9500000,168.0200000,14470
GAZP,5,240123,222000,168.0000000,168.0400000,167.9600000,168.0200000,4750
GAZP,5,240123,222500,168.0000000,168.0200000,167.9500000,167.9700000,11630
GAZP,5,240123,223000,167.9800000,167.9800000,167.9200000,167.9300000,19850
GAZP,5,240123,223500,167.9200000,167.9800000,167.9200000,167.9800000,11900
GAZP,5,240123,224000,167.9800000,168.0300000,167.9600000,167.9900000,21670
GAZP,5,240123,224500,168.0200000,168.0500000,167.9900000,168.0000000,5010
GAZP,5,240123,225000,168.0100000,168.2500000,168.0100000,168.1800000,36140
GAZP,5,240123,225500,168.1500000,168.2100000,168.1000000,168.1300000,7390
GAZP,5,240123,230000,168.1200000,168.1800000,168.1100000,168.1600000,5760
GAZP,5,240123,230500,168.1200000,168.1900000,168.1200000,168.1900000,13800
GAZP,5,240123,231000,168.1900000,168.2100000,168.1200000,168.1900000,11870
GAZP,5,240123,231500,168.2000000,168.2000000,168.1100000,168.1700000,4750
GAZP,5,240123,232000,168.1700000,168.1700000,168.1200000,168.1700000,4520
GAZP,5,240123,232500,168.1700000,168.2400000,168.1200000,168.2400000,26890
GAZP,5,240123,233000,168.2300000,168.2500000,168.2300000,168.2400000,17600
GAZP,5,240123,233500,168.2400000,168.3000000,168.2400000,168.3000000,68080
GAZP,5,240123,234000,168.3000000,168.3400000,168.2900000,168.3200000,118910
GAZP,5,240123,234500,168.3300000,168.3700000,168.2700000,168.3100000,132440
GAZP,5,240124,100000,168.3600000,168.5400000,168.0200000,168.5300000,453660
GAZP,5,240124,100500,168.5300000,168.6300000,168.3400000,168.3400000,553080
GAZP,5,240124,101000,168.3500000,168.3600000,168.0000000,168.0600000,234060
GAZP,5,240124,101500,168.0200000,168.3500000,167.8100000,168.1800000,275710
GAZP,5,240124,102000,168.1900000,168.2000000,167.8900000,167.8900000,93160
GAZP,5,240124,102500,167.9000000,167.9900000,167.7600000,167.8500000,230570
GAZP,5,240124,103000,167.8600000,167.9400000,167.8300000,167.8800000,127290
GAZP,5,240124,103500,167.8600000,167.9800000,167.8400000,167.8700000,73520
GAZP,5,240124,104000,167.8800000,167.8900000,167.8200000,167.8600000,94210
GAZP,5,240124,104500,167.8600000,167.9500000,167.8500000,167.9000000,83770
GAZP,5,240124,105000,167.9000000,168.0000000,167.9000000,168.0000000,62700
GAZP,5,240124,105500,167.9900000,168.1900000,167.9900000,168.0400000,126520
GAZP,5,240124,110000,168.0400000,168.5000000,167.9500000,168.4000000,304760
GAZP,5,240124,110500,168.4000000,168.4100000,168.2400000,168.2500000,72310
GAZP,5,240124,111000,168.2500000,168.2700000,168.1500000,168.1800000,39850
GAZP,5,240124,111500,168.1800000,168.1800000,168.0300000,168.0700000,35390
GAZP,5,240124,112000,168.0700000,168.1500000,168.0300000,168.1000000,31330
GAZP,5,240124,112500,168.1000000,168.2000000,168.0900000,168.1200000,45950
GAZP,5,240124,113000,168.1200000,168.1200000,168.0100000,168.0500000,42270
GAZP,5,240124,113500,168.0400000,168.1400000,168.0200000,168.1400000,78550
GAZP,5,240124,114000,168.1400000,168.2500000,168.1300000,168.2300000,76550
GAZP,5,240124,114500,168.2300000,168.2500000,168.2200000,168.2400000,63490
GAZP,5,240124,115000,168.2400000,168.3000000,168.2400000,168.3000000,44360
GAZP,5,240124,115500,168.3000000,168.4000000,168.2900000,168.3900000,78630
GAZP,5,240124,120000,168.3800000,168.4000000,168.3500000,168.3900000,79900
GAZP,5,240124,120500,168.3900000,168.6000000,168.3900000,168.5900000,170400
GAZP,5,240124,121000,168.5800000,168.5900000,168.3600000,168.4000000,127810
GAZP,5,240124,121500,168.3900000,168.4000000,168.2200000,168.2200000,75010
GAZP,5,240124,122000,168.2200000,168.2200000,168.0400000,168.0800000,79310
GAZP,5,240124,122500,168.0800000,168.0800000,167.9300000,167.9300000,123580
GAZP,5,240124,123000,167.9300000,167.9800000,167.8700000,167.8900000,191550
GAZP,5,240124,123500,167.8800000,167.9500000,167.2500000,167.3300000,865830
GAZP,5,240124,124000,167.3300000,167.5100000,167.2800000,167.3800000,669290
GAZP,5,240124,124500,167.3900000,167.3900000,166.7700000,167.1100000,1044080
GAZP,5,240124,125000,167.1100000,167.2800000,167.0700000,167.2400000,111330
GAZP,5,240124,125500,167.2400000,167.2700000,167.0800000,167.1700000,272540
GAZP,5,240124,130000,167.1500000,167.1600000,166.8400000,167.0900000,341120
GAZP,5,240124,130500,167.0800000,167.2000000,166.9600000,167.2000000,170530
GAZP,5,240124,131000,167.1900000,167.2900000,167.0300000,167.0300000,124000
GAZP,5,240124,131500,167.0300000,167.2700000,167.0000000,167.1600000,142010
GAZP,5,240124,132000,167.1500000,167.3000000,167.1300000,167.2100000,104690
GAZP,5,240124,132500,167.2400000,167.3000000,167.2000000,167.2900000,58510
GAZP,5,240124,133000,167.2900000,167.3600000,167.2400000,167.3500000,110630
GAZP,5,240124,133500,167.3700000,167.4000000,167.2000000,167.2000000,134170
GAZP,5,240124,134000,167.2000000,167.3500000,167.2000000,167.2500000,56690
GAZP,5,240124,134500,167.2500000,167.3100000,167.1300000,167.1500000,69800
GAZP,5,240124,135000,167.1400000,167.2100000,167.0000000,167.0100000,167890
GAZP,5,240124,135500,167.0100000,167.0800000,167.0000000,167.0300000,63140
GAZP,5,240124,140000,167.0600000,167.0700000,166.9400000,167.0000000,152780
GAZP,5,240124,140500,166.9800000,166.9800000,166.4500000,166.6800000,1039860
GAZP,5,240124,141000,166.6800000,166.6900000,166.5000000,166.6200000,206270
GAZP,5,240124,141500,166.6200000,166.6500000,166.2000000,166.4700000,619500
GAZP,5,240124,142000,166.4700000,166.6000000,166.2700000,166.6000000,288680
GAZP,5,240124,142500,166.6000000,166.8500000,166.6000000,166.6300000,292520
GAZP,5,240124,143000,166.6300000,166.8000000,166.5700000,166.6800000,163190
GAZP,5,240124,143500,166.6900000,166.8300000,166.6700000,166.7600000,115750
GAZP,5,240124,144000,166.7700000,166.8300000,166.7000000,166.7800000,108920
GAZP,5,240124,144500,166.7700000,166.8000000,166.3600000,166.3800000,174370
GAZP,5,240124,145000,166.3800000,166.5400000,166.3000000,166.5200000,184570
GAZP,5,240124,145500,166.5100000,166.6500000,166.4000000,166.6000000,120390
GAZP,5,240124,150000,166.6100000,166.6100000,166.3300000,166.4000000,124540
GAZP,5,240124,150500,166.4000000,166.5700000,166.3900000,166.5300000,49920
GAZP,5,240124,151000,166.5400000,166.5900000,166.4000000,166.4400000,218040
GAZP,5,240124,151500,166.4200000,166.7400000,166.3300000,166.7300000,166730
GAZP,5,240124,152000,166.7000000,166.7000000,166.5000000,166.5500000,74730
GAZP,5,240124,152500,166.5600000,166.6500000,166.5500000,166.6100000,84010
GAZP,5,240124,153000,166.6100000,166.8100000,166.5700000,166.7300000,175390
GAZP,5,240124,153500,166.7300000,166.7500000,166.6000000,166.6700000,95250
GAZP,5,240124,154000,166.6700000,166.7000000,166.5200000,166.6400000,82750
GAZP,5,240124,154500,166.6100000,166.6800000,166.5400000,166.6000000,136260
GAZP,5,240124,155000,166.6000000,166.7800000,166.5900000,166.7800000,136300
GAZP,5,240124,155500,166.7800000,166.9400000,166.7600000,166.8600000,314400
GAZP,5,240124,160000,166.8600000,166.9400000,166.7200000,166.8500000,95360
GAZP,5,240124,160500,166.8500000,166.9500000,166.8500000,166.9500000,141240
GAZP,5,240124,161000,166.9400000,167.1300000,166.9400000,167.0200000,304300
GAZP,5,240124,161500,167.0200000,167.0500000,166.9000000,166.9100000,60940
GAZP,5,240124,162000,166.9100000,166.9400000,166.7400000,166.7500000,74740
GAZP,5,240124,162500,166.7800000,166.8700000,166.7100000,166.8700000,49710
GAZP,5,240124,163000,166.8500000,166.8500000,166.6600000,166.6800000,52770
GAZP,5,240124,163500,166.6800000,166.7400000,166.6700000,166.6900000,32460
GAZP,5,240124,164000,166.6900000,166.8500000,166.6800000,166.7800000,87620
GAZP,5,240124,164500,166.8100000,166.8100000,166.6000000,166.6300000,145850
GAZP,5,240124,165000,166.6300000,166.7700000,166.6200000,166.7200000,59490
GAZP,5,240124,165500,166.7200000,166.8000000,166.7100000,166.8000000,29900
GAZP,5,240124,170000,166.8000000,166.8800000,166.7500000,166.7500000,74620
GAZP,5,240124,170500,166.7600000,166.7900000,166.6600000,166.6700000,77970
GAZP,5,240124,171000,166.6700000,166.6700000,166.6000000,166.6200000,60760
